Code,Level,Parent,Description,Definition,Examples
14,2,C,MANUFACTURE OF WEARING APPAREL; MANUFACTURE OF ARTICLES OF FUR; MANUFACTURE OF KNITTED AND CROCHETED APPAREL,,
141,3,14,MANUFACTURE OF WEARING APPAREL,,
1410,4,141,Manufacture of Wearing Apparel except Fur Apparel,,
14101,5,1410,Manufacture of outer garments,"This Sub-class includes the manufacture of outer garments. The material used may be of any kind and may be coated, impregnated or rubberised.

Units in this Sub-class are primarily engaged in the manufacture of:
•wearing apparel made of leather or composition leather, including leather industrial work accessories such as welder's leather aprons
•work wear
•other outerwear or nightwear made of woven, knitted or crocheted fabric, non-woven etc for men, women or children: coats, suits, ensembles, jackets, trousers, skirts, shirts, T-shirts,pyjamas, nightdresses, dressing gowns, blouses, etc.
•babies' garments, tracksuits, ski suits",
14102,5,1410,Manufacture of brassieres and other undergarments,"This Sub-class includes the manufacture of brassieres and other undergarments. The material used may be of any kind and may be coated, impregnated or rubberised.

Units in this Sub-class are primarily engaged in the manufacture of:
•underwear (e.g. briefs, slips, brassieres, corsets) made of woven, knitted or crocheted fabric, lace, etc. for men, women and children",
14103,5,1410,Tailoring and dressmaking (to individual order),"This Sub-class includes tailoring and dressmaking (to individual order). The material used may be of any kind and may be coated, impregnated or rubberised.",
14109,5,1410,"Manufacture of wearing apparel except fur apparel n.e.c. (e.g. songkoks, caps, gloves and mittens, garters, handkerchiefs, raincoats, shawls and hair nets)","This Sub-class includes the manufacture of wearing apparel except fur apparel not elsewhere classified. The material used may be of any kind and may be coated, impregnated or rubberised.","•bathing cap manufacturing, except rubber
•cloth cap manufacturing
•garter manufacturing"
142,3,14,MANUFACTURE OF ARTICLES OF FUR,,
1420,4,142,Manufacture of Articles of Fur,,
14200,5,1420,"Manufacture of fur apparel and articles of fur (e.g. fur rugs, mats and cushions)","This Sub-class includes the manufacture of articles made of fur skins.

Units in this Sub-class are primarily engaged in the manufacture of:
•fur wearing apparel and clothing accessories
•assemblies of fur skins such as ""dropped"" fur skins, plates, mats, strips, etc.
•diverse articles of fur skins: rugs, unstuffed pouffes, industrial polishing cloths",
143,3,14,MANUFACTURE OF KNITTED AND CROCHETED APPAREL,,
1430,4,143,Manufacture of Knitted and Crocheted Apparel,,
14301,5,1430,"Manufacture of socks, stockings and other hosiery","This Sub-class includes the manufacture of hosiery, including socks, tights or pantyhose.",
14302,5,1430,"Manufacture of briefs, singlets and other knitted or crocheted wear (e.g. pullovers, cardigans)","This Sub-class includes the manufacture of knitted or crocheted wearing apparel or other made-up articles directly into shape.

Units in this Sub-class are primarily engaged in the manufacture of:
•pullovers
•cardigan
•jerseys
•waistcoats
•briefs
•singlets",
14309,5,1430,Manufacture of knitted and crocheted apparel n.e.c.,This Sub-class includes the manufacture of knitted or crocheted apparel not elsewhere classified.,•knitted products dyeing
15,2,C,TANNING AND DRESSING OF LEATHER; DRESSING AND DYEING OF FUR; MANUFACTURE OF FOOTWEAR,,
151,3,15,TANNING AND DRESSING OF LEATHER; DRESSING AND DYEING,,
1511,4,151,Tanning and Dressing of Leather; Dressing and Dyeing of Fur,,
15110,5,1511,Tanning and dressing of leather; dressing and dyeing of fur,"This Sub-class includes:
•tanning, dyeing and dressing of hides and skins
•manufacture of:
- chamois dressed, parchment dressed, patent or metallised leathers
- composition leather
•scraping, shearing, plucking, currying, tanning, bleaching or dyeing of fur skins or hides with the hair on",
1512,4,151,"Manufacture of Luggage, Handbags and the Like; Saddlery and Harness",,
15121,5,1512,"Manufacture of luggage, bags, brief cases and the like","This Sub-class includes the manufacture of luggage, bags, brief cases and the like, of leather, composition leather or any other material, such as plastic sheeting, textile materials, vulcanised fibre or paperboard, where the same technology is used as for leather.",
15122,5,1512,Manufacture of handbags,"This Sub-class includes the manufacture of handbags, of leather, composition leather or any other material, such as plastic sheeting, textile materials, vulcanised fibre or paperboard, where the same technology is used as for leather.",
15129,5,1512,"Manufacture of saddlery, harness and articles of leather n.e.c. (e.g. coin purses, key cases)","This Sub-class includes the manufacture of saddlery, harness and articles of leather that are not elsewhere classified.","•saddlery or harness manufacturing
•non-metallic watch bands (e.g. fabric, leather, plastic) manufacturing
•diverse articles of leather or composition leather: driving belts, packings, etc., manufacturing
•leather shoe-lace manufacturing
•horse whips or riding crops manufacturing
•coin purses or key cases manufacturing"
152,3,15,MANUFACTURE OF FOOTWEAR,,
1520,4,152,Manufacture of Footwear,,
15200,5,1520,Manufacture of footwear,"This Sub-class includes the manufacture of footwear.

Units in this Sub-class are primarily engaged in the manufacture of:
•footwear for all purposes, of any material, by any process, including moulding
•leather parts of footwear: manufacture of uppers or parts of uppers, outer or inner soles, heels, etc.
•gaiters, leggings or similar articles",
16,2,C,"MANUFACTURE OF WOOD AND OF PRODUCTS OF WOOD AND CORK, EXCEPT FURNITURE; MANUFACTURE OF ARTICLES OF STRAW AND PLAITING MATERIALS",,
161,3,16,SAWMILLING AND PLANING OF WOOD,,
1610,4,161,Sawmilling and Planing of Wood,,
16101,5,1610,Sawmilling,"This Sub-class includes:
•sawing of wood
•drying of wood
•slicing, peeling or chipping logs 
•manufacture of wooden railway sleepers
•manufacture of wood wool, wood flour, chips, particles
•manufacture of unassembled wooden flooring",
16102,5,1610,Preservation of wood,"This Sub-class includes: 
•treating wood sawed, planed, or shaped in other establishments with creosote or other preservatives, such as alkaline copper quat, copper azole or sodium borates, to prevent decay and to protect against fire or insects
•sawing round wood poles, pilings or posts and treating them with preservatives",
16109,5,1610,Sawmilling and planing of wood n.e.c.,This Sub-class includes sawmilling or planing of wood not elsewhere classified.,"•wood planing mill
•excelsior upholstery filling manufacturing"
162,3,16,"MANUFACTURE OF PRODUCTS OF WOOD, CORK, STRAW AND PLAITING MATERIALS",,
1621,4,162,"Manufacture of Veneer, Plywood and Wood-Based Panels",,
16211,5,1621,Manufacture of plywood and veneer,"This Sub-class includes:
•manufacture of veneer thin enough to be used for veneering, making plywood or other purposes: smoothed, dyed, coated, impregnated, reinforced (with paper or fabric backing) or made in the form of motifs
•manufacture of plywood, veneer or densified wood",
16219,5,1621,"Manufacture of laminboard, particle board and other panels and boards n.e.c.","This Sub-class includes:
•manufacture of laminated wood boards or sheets
•manufacture of particle board or fibreboard
•manufacture of glue laminated wood or laminated veneer wood",•hardboard manufacturing
1629,4,162,"Manufacture of Other Products of Wood and Articles of Cork, Straw and Plaiting Materials",,
16291,5,1629,"Manufacture of wooden window, door and other millwork, except prefabricated wooden building structures","This Sub-class includes manufacture of:
•wooden doors, windows, shutters, sash and their frames, whether or not containing metal fittings, such as hinges, locks, etc.
•other millwork includes finer joint wood moldings, other wood moldings such as cornices, wooden stairwork e.g. stair cases, railings, wood shutters
•clear or finger joint wood moldings
•decorative wood moldings (e.g. baseboard, crown, chair rail)
•ornamental woodwork (e.g. cornices)
•wooden stairs, railings
•prefinished wood flooring",
16292,5,1629,Manufacture of household and kitchen wooden ware except wooden footwear,"This Sub-class includes:
•manufacture of wooden handles or bodies for tools, brooms, brushes
•manufacture of wooden mirror or picture frames
•manufacture of household utensils or kitchenware of wood
•manufacture of wooden statuettes or ornaments, wood marquetry, inlaid wood
•manufacture of wooden cases for jewellery, cutlery and similar articles
•manufacture of wooden spools, cops, bobbins, sewing thread reels and similar articles of turned wood
•manufacture of wooden handles for umbrellas, canes and similar
•manufacture of wooden blocks for the manufacture of smoking pipes
•wooden clothes hangers",
16293,5,1629,Manufacture of wooden containers,"This Sub-class includes manufacture of:
•packing cases (for industrial use), boxes (for industrial use), crates, drums or similar packings of wood (for industrial use)
•pallets, box pallets or other load boards of wood
•barrels, vats, tubs or other coopers' products of wood
•wooden cable-drums",
16294,5,1629,Manufacture of attap and attap products,This Sub-class includes manufacture of attap or attap products.,
16295,5,1629,Rattan processing,"This Sub-class includes:
•manufacture of plaits or products of plaiting materials of rattan: mats, matting, screens, cases, etc.
•manufacture of basket-ware or wickerwork made of rattan",
16299,5,1629,"Manufacture of other products of wood and articles of cork, straw and plaiting materials n.e.c.","This Sub-class includes manufacture of other products of wood or articles of cork, straw and plaiting materials not elsewhere classified.

Units in this Sub-class are primarily engaged in one or more of the following:
•wooden boot or shoe parts (e.g. heels)
•wooden boot or shoe lasts and trees
•natural cork processing, manufacture of agglomerated cork
•manufacture of articles of natural or agglomerated cork, including floor coverings
•manufacture of plaits or products of plaiting materials: mats, matting, screens, cases, etc. of materials other than rattan
•manufacture of basket-ware or wickerwork of materials other than rattan
•manufacture of fire logs, made of pressed wood or substitute materials like coffee or soybean grounds","•bamboo ware manufacturing, except furniture
•bottle cork manufacturing"
